label,x,y,plot_type,plot_num
group2,582.9384541525163,1196.0877214441616,path,1
group2,649.3235231141914,1196.0877214441616,path,1
group2,723.2685280342064,1196.0877214441616,path,1
group2,805.634394909748,1196.0877214441616,path,1
group2,897.3800920463938,1196.0877214441616,path,1
group2,999.5737951225477,1845.2093649707026,path,1
group2,1113.4053237321402,1845.2093649707026,path,1
group2,1240.199994201617,1845.2093649707026,path,1
group2,1381.4340499666246,1845.2093649707026,path,1
group2,1538.7518491609926,1845.2093649707026,path,1
group2,1713.985009529466,1845.2093649707026,path,1
group2,1909.1737335643395,3830.6952261058423,path,1
group2,2126.590562150035,3830.6952261058423,path,1
group2,2368.766833274263,3830.6952261058423,path,1
group2,2638.522153858928,3830.6952261058423,path,1
group2,2938.9972278450505,3830.6952261058423,path,1
group2,3273.690422742123,8626.00692323279,path,1
group2,3646.4985003784846,8626.00692323279,path,1
group2,4061.7619860721843,8626.00692323279,path,1
group2,4524.31570444597,8626.00692323279,path,1
group2,5039.54507026416,8626.00692323279,path,1
group2,5613.448789673666,8626.00692323279,path,1
group2,6252.708701866424,8626.00692323279,path,1
group2,6964.767574314851,8626.00692323279,path,1
group2,7757.91575733378,8626.00692323279,path,1
group2,7758.167364633833,8626.00692323279,path,1
