label,x,y,plot_type,plot_num
CH_wild,4100232.402519704,12400.772977465505,path,0
CH_wild,4500000.000000001,27480.155433369888,path,0
CH_captive,0.0,16402.949586533487,path,1
CH_captive,450.0,16402.949586533487,path,1
CH_captive,493.87444447187505,16402.949586533487,path,1
CH_captive,542.0265931164521,16402.949586533487,path,1
CH_captive,594.8735168097131,16402.949586533487,path,1
CH_captive,652.8729503231732,16402.949586533487,path,1
CH_captive,716.5272570034917,17380.520009320913,path,1
CH_captive,786.3877800034579,17380.520009320913,path,1
CH_captive,863.0596177526202,17380.520009320913,path,1
CH_captive,947.2068650304096,17380.520009320913,path,1
CH_captive,1039.5583650374224,17380.520009320913,path,1
CH_captive,1140.9140222865503,17254.977623895713,path,1
CH_captive,1252.1517309932065,17254.977623895713,path,1
CH_captive,1374.2349789750372,17254.977623895713,path,1
CH_captive,1508.2211929224795,17254.977623895713,path,1
CH_captive,1655.2708973228857,17254.977623895713,path,1
CH_captive,1816.6577663684495,16312.237443252001,path,1
CH_captive,1993.7796559127473,16312.237443252001,path,1
CH_captive,2188.1707110294096,16312.237443252001,path,1
CH_captive,2401.51465404284,16312.237443252001,path,1
CH_captive,2635.659368125501,16312.237443252001,path,1
CH_captive,2892.6329027779457,15365.206517758363,path,1
CH_captive,3174.661039823391,15365.206517758363,path,1
CH_captive,3484.186572065072,15365.206517758363,path,1
CH_captive,3823.890461588902,15365.206517758363,path,1
CH_captive,4196.71506097449,15365.206517758363,path,1
CH_captive,4605.889598545619,14518.436342993182,path,1
CH_captive,5054.958148401126,14518.436342993182,path,1
CH_captive,5547.8103274893,14518.436342993182,path,1
CH_captive,6088.7149856091355,14518.436342993182,path,1
CH_captive,6682.3571801450935,13119.967990493,path,1
CH_captive,6682.444410732567,13119.967990493,path,1
