label,x,y,plot_type,plot_num
CH_wild,843217.8402871734,28087.23126031748,path,0
CH_wild,925430.5387568944,28087.23126031748,path,0
CH_wild,1015658.8738352648,28087.23126031748,path,0
CH_wild,1114684.3601962705,28087.23126031748,path,0
CH_wild,1223364.7092298246,28087.23126031748,path,0
CH_wild,1342641.2581275033,28087.23126031748,path,0
CH_wild,1473547.1232949796,28087.23126031748,path,0
CH_wild,1617216.1487120835,28087.23126031748,path,0
CH_wild,1774892.7267469475,28087.23126031748,path,0
CH_wild,1947942.5764873782,28087.23126031748,path,0
CH_wild,2137864.5729462598,28087.23126031748,path,0
CH_wild,2346303.7295998614,28087.23126031748,path,0
CH_wild,2575065.4467076,28087.23126031748,path,0
CH_wild,2826131.1488254173,28087.23126031748,path,0
CH_wild,3101675.446957367,28087.23126031748,path,0
CH_wild,3404084.973995832,28087.23126031748,path,0
CH_wild,3735979.0565938894,28087.23126031748,path,0
CH_wild,4100232.402519704,28087.23126031748,path,0
CH_wild,4500000.000000001,62241.40076825118,path,0
US,0.0,1906.6684952827613,path,1
US,450.0,1906.6684952827613,path,1
US,493.87444447187505,1906.6684952827613,path,1
US,542.0265931164521,1906.6684952827613,path,1
US,594.8735168097131,1906.6684952827613,path,1
US,652.8729503231732,1906.6684952827613,path,1
US,716.5272570034917,1906.6684952827613,path,1
US,786.3877800034579,1906.6684952827613,path,1
US,863.0596177526202,2865.6145882154547,path,1
US,947.2068650304096,2865.6145882154547,path,1
US,1039.5583650374224,2865.6145882154547,path,1
US,1140.9140222865503,2865.6145882154547,path,1
US,1252.1517309932065,2865.6145882154547,path,1
US,1374.2349789750372,2865.6145882154547,path,1
US,1508.2211929224795,4345.16567075854,path,1
US,1655.2708973228857,4345.16567075854,path,1
US,1816.6577663684495,4345.16567075854,path,1
US,1993.7796559127473,4345.16567075854,path,1
US,2188.1707110294096,4345.16567075854,path,1
US,2401.51465404284,4345.16567075854,path,1
US,2635.659368125501,6631.921628214,path,1
US,2892.6329027779457,6631.921628214,path,1
US,3174.661039823391,6631.921628214,path,1
US,3484.186572065072,6631.921628214,path,1
US,3823.890461588902,6631.921628214,path,1
US,4196.71506097449,6631.921628214,path,1
US,4605.889598545619,11314.283977122397,path,1
US,5054.958148401126,11314.283977122397,path,1
US,5547.8103274893,11314.283977122397,path,1
US,6088.7149856091355,11314.283977122397,path,1
US,6682.3571801450935,11314.283977122397,path,1
US,7018.65057927021,11314.283977122397,path,1
