label,x,y,plot_type,plot_num
CH_captive,0.0,37928.660743435634,path,0
CH_captive,450.0,37928.660743435634,path,0
CH_captive,493.87444447187505,37928.660743435634,path,0
CH_captive,542.0265931164521,37928.660743435634,path,0
CH_captive,594.8735168097131,37928.660743435634,path,0
CH_captive,652.8729503231732,37928.660743435634,path,0
CH_captive,716.5272570034917,40189.10400841777,path,0
CH_captive,786.3877800034579,40189.10400841777,path,0
CH_captive,863.0596177526202,40189.10400841777,path,0
CH_captive,947.2068650304096,40189.10400841777,path,0
CH_captive,1039.5583650374224,40189.10400841777,path,0
CH_captive,1140.9140222865503,39898.811428989065,path,0
CH_captive,1252.1517309932065,39898.811428989065,path,0
CH_captive,1374.2349789750372,39898.811428989065,path,0
CH_captive,1508.2211929224795,39898.811428989065,path,0
CH_captive,1655.2708973228857,39898.811428989065,path,0
CH_captive,1816.6577663684495,37718.90638860557,path,0
CH_captive,1993.7796559127473,37718.90638860557,path,0
CH_captive,2188.1707110294096,37718.90638860557,path,0
CH_captive,2401.51465404284,37718.90638860557,path,0
CH_captive,2635.659368125501,37718.90638860557,path,0
CH_captive,2892.6329027779457,35529.07982740712,path,0
CH_captive,3174.661039823391,35529.07982740712,path,0
CH_captive,3484.186572065072,35529.07982740712,path,0
CH_captive,3823.890461588902,35529.07982740712,path,0
CH_captive,4196.71506097449,35529.07982740712,path,0
CH_captive,4605.889598545619,33571.08693613497,path,0
CH_captive,5054.958148401126,33571.08693613497,path,0
CH_captive,5547.8103274893,33571.08693613497,path,0
CH_captive,6088.7149856091355,33571.08693613497,path,0
CH_captive,6682.3571801450935,30337.398298454988,path,0
CH_captive,7333.878755792902,30337.398298454988,path,0
CH_captive,8048.92288075846,30337.398298454988,path,0
CH_captive,8833.682925181223,30337.398298454988,path,0
CH_captive,9694.956105143483,30337.398298454988,path,0
CH_captive,10640.20235690434,23563.106451698786,path,0
CH_captive,11677.60895129882,23563.106451698786,path,0
CH_captive,12816.16140796111,23563.106451698786,path,0
CH_captive,14065.721323597068,23563.106451698786,path,0
CH_captive,15437.111788417138,15698.88789965262,path,0
CH_captive,16942.211130566116,15698.88789965262,path,0
CH_captive,18594.055800519025,15698.88789965262,path,0
CH_captive,20406.95328657863,15698.88789965262,path,0
CH_captive,22396.606039494505,12429.793657997461,path,0
CH_captive,24580.247479579546,12429.793657997461,path,0
CH_captive,26976.791264352356,12429.793657997461,path,0
CH_captive,29606.995109590578,12429.793657997461,path,0
CH_captive,32493.640582734613,12429.793657997461,path,0
CH_captive,35661.730425926304,12429.793657997461,path,0
CH_captive,39138.70511780026,13399.198017665794,path,0
CH_captive,42954.68054978255,13399.198017665794,path,0
CH_captive,47142.70887553494,13399.198017665794,path,0
CH_captive,51739.06479289817,13399.198017665794,path,0
CH_captive,56783.55973797096,15560.101876649796,path,0
CH_captive,62319.88671272431,15560.101876649796,path,0
CH_captive,68395.99873288207,15560.101876649796,path,0
CH_captive,75064.52417400268,15560.101876649796,path,0
CH_captive,82383.22261329165,15560.101876649796,path,0
CH_captive,90415.48511542717,17360.7806924985,path,0
CH_captive,99230.88329563708,17360.7806924985,path,0
CH_captive,108905.77191574727,17360.7806924985,path,0
CH_captive,119523.95023260092,17360.7806924985,path,0
CH_captive,131177.38782713306,17360.7806924985,path,0
CH_captive,143967.02120088233,14142.239442803062,path,0
CH_captive,158003.6280396811,14142.239442803062,path,0
CH_captive,173408.78671697396,14142.239442803062,path,0
CH_captive,190315.9293475275,14142.239442803062,path,0
CH_captive,208871.49751257524,14142.239442803062,path,0
CH_captive,229236.21066673717,28302.99271810248,path,0
CH_captive,251586.45821305033,28302.99271810248,path,0
CH_captive,276115.827303593,28302.99271810248,path,0
CH_captive,303036.7795987873,28302.99271810248,path,0
CH_captive,332582.4915086603,28302.99271810248,path,0
CH_captive,365008.8738553593,28302.99271810248,path,0
CH_captive,400596.78845026775,28302.99271810248,path,0
CH_captive,439654.48078465165,28302.99271810248,path,0
CH_captive,482520.249904646,28302.99271810248,path,0
CH_captive,529565.3785957497,28302.99271810248,path,0
CH_captive,581197.3492566979,28302.99271810248,path,0
CH_captive,637863.3733170629,28302.99271810248,path,0
CH_captive,700054.2647687126,28302.99271810248,path,0
CH_captive,768308.6913618116,28302.99271810248,path,0
CH_captive,843217.8402871734,28302.99271810248,path,0
CH_captive,925430.5387568944,28302.99271810248,path,0
CH_captive,1015658.8738352648,28302.99271810248,path,0
CH_captive,1114684.3601962705,28302.99271810248,path,0
CH_captive,1223364.7092298246,28302.99271810248,path,0
CH_captive,1342641.2581275033,28302.99271810248,path,0
CH_captive,1473547.1232949796,28302.99271810248,path,0
CH_captive,1617216.1487120835,28302.99271810248,path,0
CH_captive,1774892.7267469475,28302.99271810248,path,0
CH_captive,1947942.5764873782,28302.99271810248,path,0
CH_captive,2137864.5729462598,28302.99271810248,path,0
CH_captive,2346303.7295998614,28302.99271810248,path,0
CH_captive,2575065.4467076,28302.99271810248,path,0
CH_captive,2826131.1488254173,28302.99271810248,path,0
CH_captive,3101675.446957367,28302.99271810248,path,0
CH_captive,3404084.973995832,28302.99271810248,path,0
CH_captive,3735979.0565938894,28302.99271810248,path,0
CH_captive,4100232.402519704,28302.99271810248,path,0
CH_captive,4500000.000000001,56107.328441973725,path,0
US,0.0,1946.527641869321,path,1
US,450.0,1946.527641869321,path,1
US,493.87444447187505,1946.527641869321,path,1
US,542.0265931164521,1946.527641869321,path,1
US,594.8735168097131,1946.527641869321,path,1
US,652.8729503231732,1946.527641869321,path,1
US,716.5272570034917,1946.527641869321,path,1
US,786.3877800034579,1946.527641869321,path,1
US,863.0596177526202,2925.520624432476,path,1
US,947.2068650304096,2925.520624432476,path,1
US,1039.5583650374224,2925.520624432476,path,1
US,1140.9140222865503,2925.520624432476,path,1
US,1252.1517309932065,2925.520624432476,path,1
US,1374.2349789750372,2925.520624432476,path,1
US,1508.2211929224795,4436.0019099066385,path,1
US,1655.2708973228857,4436.0019099066385,path,1
US,1816.6577663684495,4436.0019099066385,path,1
US,1993.7796559127473,4436.0019099066385,path,1
US,2188.1707110294096,4436.0019099066385,path,1
US,2401.51465404284,4436.0019099066385,path,1
US,2635.659368125501,6770.562790525938,path,1
US,2892.6329027779457,6770.562790525938,path,1
US,3174.661039823391,6770.562790525938,path,1
US,3484.186572065072,6770.562790525938,path,1
US,3823.890461588902,6770.562790525938,path,1
US,4196.71506097449,6770.562790525938,path,1
US,4605.889598545619,11550.810517882805,path,1
US,5054.958148401126,11550.810517882805,path,1
US,5547.8103274893,11550.810517882805,path,1
US,6088.7149856091355,11550.810517882805,path,1
US,6682.3571801450935,11550.810517882805,path,1
US,6682.396813280269,11550.810517882805,path,1
