0	1.09721241657303	2690.265987	0.010447	0.025538
1042.83157463884	1.09721241657303	2904.654216	0.011280	0.006521
2181.13845385233	1.09721241657303	3132.966154	0.012166	0.008704
3423.91056500803	1.09721241657303	3375.506015	0.013108	0.009079
4780.47922512039	1.76359868523274	2266.309724	0.008801	0.006472
6261.31371669342	1.76359868523274	2450.101486	0.009514	0.007495
7877.90749117175	2.30479737038523	2027.662836	0.007874	0.006503
9642.66437239165	2.30479737038523	2194.009498	0.008520	0.007085
11569.126149679	1.91362426215891	2854.017969	0.011083	0.009405
13672.0863743981	1.91362426215891	3076.260695	0.011946	0.010464
15967.8179530498	1.39992261645265	4515.239609	0.017534	0.015738
18473.8455541734	1.39992261645265	4827.988545	0.018748	0.017353
21209.6283876404	1.16641589121188	6169.536407	0.023958	0.022713
24195.9912219101	1.16641589121188	6538.228449	0.025390	0.024656
27456.1485529695	1.14331898499197	7047.360241	0.027367	0.027003
31015.0218250401	1.14331898499197	7420.901688	0.028817	0.028831
34899.9222098716	1.28173857833066	6962.757323	0.027038	0.027301
39141.0057929374	1.28173857833066	7315.320692	0.028407	0.028793
43770.5907941413	1.50617698302568	6538.738953	0.025392	0.025828
48824.4093298555	1.50617698302568	6866.312075	0.026664	0.027094
54341.4936163724	1.68553298824238	6435.283141	0.024990	0.025425
60364.0621733547	1.68553298824238	6740.848466	0.026177	0.026618
66938.5439927769	1.74291679466292	6807.927721	0.026437	0.026900
74115.4647423756	1.74291679466292	7086.518432	0.027519	0.028052
81950.1295449438	1.7059531467496	7499.178503	0.029121	0.029723
90502.6229783306	1.7059531467496	7725.684515	0.030001	0.030712
99839.0608374799	1.670752080939	8078.130082	0.031370	0.032136
110030.907355136	1.670752080939	8218.266028	0.031914	0.032728
121156.795946629	1.69258584546549	8204.096057	0.031859	0.032649
133302.187820225	1.69258584546549	8243.452520	0.032012	0.032764
146560.623739165	1.76769156777689	7886.743183	0.030626	0.031302
161033.951614767	1.76769156777689	7832.699489	0.030417	0.031027
176833.692065008	1.87016409570626	7310.703114	0.028390	0.028924
194081.266007624	1.87016409570626	7174.665685	0.027861	0.028347
212909.3602187	1.98065042949438	6605.906088	0.025653	0.026081
233462.837705056	1.98065042949438	6397.476949	0.024843	0.025242
255899.761873194	2.0969290076244	5809.864790	0.022561	0.022912
280392.87588443	2.0969290076244	5542.914245	0.021525	0.021847
307130.399230738	2.22227843511236	4949.787800	0.019221	0.019493
336318.189869181	2.22227843511236	4644.190112	0.018035	0.018275
368180.654594302	2.3500529934992	4082.546574	0.015854	0.016048
402962.911172552	2.3500529934992	3757.940599	0.014593	0.014758
440932.609087079	2.47942070357143	3243.904650	0.012597	0.012725
482381.750282504	2.47942070357143	2921.067443	0.011343	0.011443
527629.192689005	2.63447735236758	2447.645720	0.009505	0.009575
577023.039949839	2.63447735236758	2153.374082	0.008362	0.008404
630943.372538523	2.85364318362761	1730.566328	0.006720	0.006744
689804.751282905	2.85364318362761	1490.241346	0.005787	0.005787
754060.200244382	3.16698956761637	1146.226786	0.004451	0.004448
824203.824038523	3.16698956761637	970.187441	0.003768	0.003752
900775.359697031	3.55120212026485	726.405238	0.002821	0.002812
984363.704360754	3.55120212026485	605.307429	0.002351	0.002343
1075612.0361244	3.83928819919743	460.252998	0.001787	0.001789
1175222.13830538	3.83928819919743	373.190688	0.001449	0.001463
1283960.43066092	3.28580833760032	334.861726	0.001300	0.001312
1402663.31782584	3.28580833760032	241.524488	0.000938	0.000970
1532243.90330899	3.28580833760032	167.729536	0.000651	0.000694
1673699.04487921	3.28580833760032	111.766656	0.000434	0.000478
